Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xGI,DEFCON,DEFCON per 90,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW),Pens order,Corners/IFK order,Direct FK order,Rise/fall %,Change likelihood,xG,xA,Bonus
2026-08-23,2026-08-23 19:51,1,False,397,Semenyo,MCI,MID,8.5,26.0,2.0,2,2,2.0,90,1,0,0,0.08,5,5.0,2.9,Available,,13764,24494,0.0,3.0,,,-2.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,398,Foden,MCI,MID,7.0,4.4,1.0,1,1,1.0,81,1,0,0,0.52,6,6.67,2.5,Available,,5954,7520,0.0,,3.0,3.0,-2.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,399,Cherki,MCI,MID,7.5,8.4,8.0,8,8,8.0,27,0,0,2,0.47,0,0.0,2.6,Available,,34617,10167,0.0,,1.0,1.0,15.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,400,Doku,MCI,MID,7.5,1.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,224,23516,0.0,4.0,,,-30.9,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,401,Marmoush,MCI,FWD,7.0,1.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,4299,3787,0.0,2.0,,2.0,0.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,402,Rodrigo,MCI,MID,6.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,424,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,403,Savinho,MCI,MID,6.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.3,Available,,1154,1119,0.0,,,,-0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,404,Reijnders,MCI,MID,6.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,2705,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,405,N.Gonzalez,MCI,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,86,347,0.0,,,,-10.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,406,Kovačić,MCI,MID,5.5,0.1,1.0,1,1,1.0,27,0,0,0,0.01,2,6.67,2.0,Available,,266,280,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,407,Echeverri,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,39,74,0.0,,,,-14.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,408,Phillips,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,130,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,409,Mukasa,MCI,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,474,696,0.0,,,,-7.4,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,410,Monga,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,40,82,0.0,,,,-12.9,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,411,Haaland,MCI,FWD,15.5,69.1,2.0,2,2,2.0,90,1,0,0,0.87,3,3.0,4.0,Available,,17472,12128,0.0,1.0,,,0.9,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,412,Lammens,MUN,GKP,5.0,16.3,1.0,1,1,1.0,90,1,0,0,0.0,0,0.0,2.6,Available,,7663,23478,0.0,,,,-4.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,413,Bayindir,MUN,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,276,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,414,Heaton,MUN,GKP,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,45,336,0.0,,,,-6.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,415,Dorgu,MUN,MID,6.0,1.3,0.0,0,0,0.0,45,1,0,0,0.5,1,2.0,2.2,Available,,1947,7722,0.0,,,,-27.6,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,416,De Ligt,MUN,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,53,192,0.0,,,,-11.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,417,Dalot,MUN,DEF,5.0,2.7,1.0,1,1,1.0,10,0,0,0,0.0,3,27.0,2.2,Available,,3250,8329,0.0,,,,-10.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,418,Maguire,MUN,DEF,5.0,18.0,1.0,1,1,1.0,90,1,0,0,0.44,4,4.0,2.2,Available,,15961,24312,0.0,,,,-2.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,419,Martinez,MUN,DEF,5.0,1.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,100.0,3348,5084,0.0,,,,-7.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,420,Yoro,MUN,DEF,5.0,0.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,798,2932,0.0,,,,-18.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,421,Heaven,MUN,DEF,4.5,0.4,1.0,1,1,1.0,90,1,0,0,0.16,2,2.0,1.7,Available,,1113,1037,0.0,,,,0.1,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,422,Mazraoui,MUN,DEF,4.5,0.7,1.0,1,1,1.0,79,1,0,0,0.27,5,5.7,1.7,Available,,1887,1604,0.0,,,,0.2,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,423,Shaw,MUN,DEF,4.5,20.9,1.0,1,1,1.0,90,1,0,0,0.26,4,4.0,1.7,Available,,13826,28379,0.0,,3.0,,-3.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,424,Amass,MUN,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,359,555,0.0,,,,-4.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,425,Fredricson,MUN,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,303,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,426,B.Fernandes,MUN,MID,12.0,50.9,2.0,2,2,2.0,90,1,0,0,0.34,6,6.0,4.0,Available,,9180,39694,0.0,1.0,1.0,1.0,-3.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,427,Mbeumo,MUN,MID,8.0,38.0,2.0,2,2,2.0,90,1,0,0,0.73,4,4.0,2.8,Available,,15779,41663,0.0,2.0,2.0,2.0,-3.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,428,Cunha,MUN,MID,8.0,10.0,2.0,2,2,2.0,79,1,0,0,0.45,3,3.42,2.8,Available,,6199,20282,0.0,,,,-8.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,429,Rashford,MUN,MID,7.0,1.7,1.0,1,1,1.0,45,0,0,0,0.1,1,2.0,2.5,Available,,4617,5704,0.0,,,,-3.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,430,Mount,MUN,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Doubtful,75.0,13,251,0.0,,,3.0,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,431,Amad,MUN,MID,6.0,1.5,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.6,Doubtful,75.0,1244,15000,0.0,,4.0,,-33.9,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,432,Mainoo,MUN,MID,5.5,1.0,1.0,1,1,1.0,23,0,0,0,0.08,1,3.91,2.0,Available,,1043,3902,0.0,,,,-17.4,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,433,Ugarte,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,7,38,0.0,,,,-16.9,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,434,J.Fletcher,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,20,46,0.0,,,,-12.7,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,435,Lacey,MUN,MID,5.0,0.0,1.0,1,1,1.0,10,0,0,0,0.0,1,9.0,1.5,Available,,89,166,0.0,,,,-8.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,436,Collyer,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,22,65,0.0,,,,-13.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,437,Bendito Mantato,MUN,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,457,694,0.0,,,,-6.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,438,Fletcher,MUN,MID,4.5,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,587,1141,0.0,,,,-8.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,439,Šeško,MUN,FWD,7.0,1.5,1.0,1,1,1.0,23,0,0,0,0.04,0,0.0,2.2,Available,100.0,5776,3702,0.0,,,,1.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,440,Zirkzee,MUN,FWD,5.5,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.8,Available,,871,3481,0.0,,,,-26.4,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,441,Obi,MUN,FWD,4.5,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,1719,2971,0.0,,,,-6.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,442,Pope,NEW,GKP,5.0,1.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.6,Available,,901,2164,0.0,,,,-6.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,443,Gillespie,NEW,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,53,62,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,444,Jaouen,NEW,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,35,89,0.0,,,,-14.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,445,Thiaw,NEW,DEF,5.0,1.7,3.0,3,3,3.0,90,1,0,0,0.0,15,15.0,2.2,Available,,3269,1752,0.0,,,,1.1,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,446,Schär,NEW,DEF,5.0,0.3,1.0,1,1,1.0,1,0,0,0,0.0,0,0.0,2.2,Available,100.0,671,373,0.0,,,2.0,0.2,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,447,Botman,NEW,DEF,5.0,0.4,3.0,3,3,3.0,90,1,0,0,0.01,10,10.0,2.2,Available,,2067,683,0.0,,,,1.0,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,448,Burn,NEW,DEF,5.0,2.5,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,6006,9179,0.0,,,,-7.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,449,Hall,NEW,DEF,5.0,3.7,3.0,3,3,3.0,90,1,0,0,0.35,11,11.0,2.2,Available,,11620,3479,0.0,,1.0,1.0,5.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,450,Livramento,NEW,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,33,433,0.0,,,,-21.9,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,451,A.Murphy,NEW,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,1463,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,452,Bruno G.,ARS,MID,7.0,3.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.8,Doubtful,75.0,341,40441,0.0,4.0,5.0,,-37.8,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,453,Barnes,NEW,MID,6.0,1.1,2.0,2,2,2.0,90,1,0,0,0.09,8,8.0,2.2,Available,,2485,1622,0.0,,,,0.5,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,454,Elanga,NEW,MID,6.0,0.9,10.0,10,10,10.0,75,1,1,0,0.23,2,2.4,2.2,Available,,10884,1531,0.0,,4.0,,6.0,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,455,Tonali,TOT,MID,5.5,4.2,2.0,2,2,2.0,90,1,0,0,0.1,4,4.0,2.0,Available,,4414,11741,0.0,,2.0,5.0,-10.7,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,456,J.Ramsey,NEW,MID,5.0,0.4,0.0,0,0,0.0,34,0,0,0,0.07,6,15.88,1.5,Available,,578,804,0.0,,,,-3.9,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,457,J.Murphy,NEW,MID,6.0,0.2,0.0,0,0,0.0,14,0,0,0,0.0,2,12.86,2.2,Available,,264,440,0.0,,2.0,,-7.4,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,458,Joelinton,NEW,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,13,343,0.0,,,,-21.4,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,459,L.Miley,NEW,MID,5.5,0.1,3.0,3,3,3.0,75,1,0,0,0.06,13,15.6,2.0,Available,100.0,224,87,0.0,,3.0,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,460,Willock,NEW,MID,5.0,0.1,6.0,6,6,6.0,34,0,1,0,0.26,3,7.94,1.5,Available,,642,264,0.0,,,,0.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,461,Touré,NEW,MID,6.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,230,639,0.0,,,,-13.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,462,Steur,NEW,MID,5.0,0.1,1.0,1,1,1.0,55,1,0,0,0.0,2,3.27,1.5,Available,,245,204,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,463,Woltemade,NEW,FWD,6.0,1.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,3314,5032,0.0,1.0,,,-8.4,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,464,Wissa,NEW,FWD,6.0,1.8,4.0,4,4,4.0,90,1,0,1,1.02,8,8.0,2.0,Available,,13013,2268,0.0,3.0,,,7.1,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,465,Osula,NEW,FWD,6.0,1.0,4.0,4,4,4.0,55,1,0,1,0.2,5,8.18,2.0,Available,,5697,1834,0.0,2.0,,,2.3,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,466,Neave,NEW,FWD,4.5,0.8,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,1888,1816,0.0,,,,0.1,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,467,Sels,NFO,GKP,5.0,1.6,2.0,2,2,2.0,90,1,0,0,0.0,0,0.0,2.6,Available,,693,1966,0.0,,,,-4.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,468,John,NFO,GKP,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Available,,62,98,0.0,,,,-2.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,469,N.Williams,NFO,DEF,5.0,9.9,2.0,2,2,2.0,90,1,0,0,0.02,6,6.0,2.2,Available,,6286,13463,0.0,,1.0,2.0,-3.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,470,Morato,NFO,DEF,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,100,134,0.0,,,,-5.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,471,Milenković,NFO,DEF,5.5,2.0,2.0,2,2,2.0,90,1,0,0,0.13,7,7.0,2.5,Available,,917,2968,0.0,,,,-5.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,472,Murillo,NFO,DEF,5.5,1.6,4.0,4,4,4.0,90,1,0,0,0.28,14,14.0,2.5,Available,100.0,2920,2107,0.0,,,3.0,0.5,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,473,Aina,NFO,DEF,4.5,3.6,5.0,5,5,5.0,73,1,0,0,0.21,2,2.47,1.7,Available,,5248,4486,0.0,,,,0.5,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,474,Jair Cunha,NFO,DEF,4.5,0.2,1.0,1,1,1.0,90,1,0,0,0.0,8,8.0,1.7,Available,,106,303,0.0,,,,-4.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,475,Savona,NFO,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,9,11,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,476,O.Richards,NFO,DEF,4.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,224,440,0.0,,,,-5.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,477,Abbott,NFO,DEF,4.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,362,510,0.0,,,,-2.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,478,Netz,NFO,DEF,4.5,0.0,1.0,1,1,1.0,16,0,0,0,0.0,0,0.0,1.7,Available,,49,65,0.0,,,,-5.7,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,479,Bindon,NFO,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,138,296,0.0,,,,-3.2,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,480,Gibbs-White,NFO,MID,8.0,11.4,2.0,2,2,2.0,90,1,0,0,0.19,3,3.0,2.8,Available,,4784,26462,0.0,2.0,,1.0,-11.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,481,Anderson,MCI,MID,6.5,7.7,2.0,2,2,2.0,62,1,0,0,0.25,7,10.16,1.7,Doubtful,75.0,4834,25958,0.0,,2.0,,-11.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,482,Hudson-Odoi,NFO,MID,6.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,100.0,300,1123,0.0,,,4.0,-20.6,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,483,Ndoye,NFO,MID,5.5,0.4,3.0,3,3,3.0,61,1,0,0,0.0,3,4.43,2.0,Available,,232,1050,0.0,,,,-10.4,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,484,Hutchinson,NFO,MID,5.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,59,468,0.0,,4.0,,-13.9,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,485,Bakwa,NFO,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.0,Available,,40,80,0.0,,,,-15.7,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,486,McAtee,NFO,MID,5.5,0.0,3.0,3,3,3.0,73,1,0,0,0.16,8,9.86,2.0,Available,,149,97,0.0,,3.0,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,487,Dominguez,NFO,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.5,Available,,80,255,0.0,,,,-11.7,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,488,I.Sangaré,NFO,MID,5.0,1.1,2.0,2,2,2.0,90,1,0,0,0.04,6,6.0,1.5,Available,,821,2611,0.0,,,,-10.2,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,489,Yates,NFO,MID,4.5,1.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,264,13936,0.0,,,,-17.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,490,Wood,NFO,FWD,6.0,1.8,1.0,1,1,1.0,28,0,0,0,0.13,1,3.21,2.0,Available,,1661,5236,0.0,1.0,,,-12.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,491,Igor Jesus,NFO,FWD,6.0,4.2,2.0,2,2,2.0,90,1,0,0,0.24,3,3.0,2.0,Available,,3103,8308,0.0,3.0,,,-6.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,492,Awoniyi,COV,FWD,5.5,0.8,1.0,1,1,1.0,20,0,0,0,0.0,1,4.5,1.8,Available,,1044,2069,0.0,5.0,,,-7.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,493,Kalimuendo,NFO,FWD,5.5,0.1,1.0,1,1,1.0,1,0,0,0,0.0,0,0.0,1.8,Available,,98,169,0.0,,,,-8.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,494,Vicario,TOT,GKP,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,5328,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,495,Austin,TOT,GKP,4.0,0.9,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,819,779,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,496,Kinsky,TOT,GKP,4.5,23.9,2.0,2,2,2.0,90,1,0,0,0.0,0,0.0,1.9,Available,,8686,17429,0.0,,,,-1.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,497,Dubravka,TOT,GKP,4.0,19.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,7486,12014,0.0,,,,-1.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,498,Senesi,TOT,DEF,6.0,8.2,3.0,3,3,3.0,90,1,0,0,0.02,16,16.0,2.8,Available,,5559,13683,0.0,,,,-5.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,499,Pedro Porro,TOT,DEF,5.5,15.4,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.9,Doubtful,75.0,1943,150448,0.0,,1.0,1.0,-0.2,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,500,Romero,TOT,DEF,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,5366,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,501,Danso,TOT,DEF,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,2.2,Available,,526,603,0.0,,,,-1.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,502,Robertson,TOT,DEF,4.5,3.9,3.0,3,3,3.0,90,1,0,0,0.06,11,11.0,1.7,Available,,7497,4968,0.0,,3.0,,1.6,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,503,Van de Ven,TOT,DEF,5.0,5.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,50.0,1106,59426,0.0,,,,-0.2,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,504,Vuskovic,BHA,DEF,5.0,2.5,6.0,6,6,6.0,90,1,0,0,0.22,4,4.0,2.2,Available,,5102,2179,0.0,,,,1.8,1.0,,,
2026-08-23,2026-08-23 19:51,1,False,505,Spence,TOT,DEF,4.5,0.7,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,24607,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,506,Udogie,TOT,DEF,4.5,0.5,1.0,1,1,1.0,4,0,0,0,0.02,0,0.0,1.7,Available,,810,1086,0.0,,,,-3.2,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,507,Phillips,TOT,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Unavailable,0.0,0,265,0.0,,,,0.0,0.0,,,
2026-08-23,2026-08-23 19:51,1,False,508,Davies,TOT,DEF,4.0,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,1262,2007,0.0,,,,-3.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,509,Byfield,TOT,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,141,144,0.0,,,,-0.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,510,Rowswell,TOT,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,120,175,0.0,,,,-2.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,511,Souza,TOT,DEF,4.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.0,Available,,449,649,0.0,,,,-3.6,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,512,Kudus,TOT,MID,6.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1.1,Doubtful,50.0,93,785,0.0,2.0,5.0,3.0,-26.5,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,513,Xavi,TOT,MID,6.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,33,136,0.0,3.0,6.0,2.0,-15.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,514,Tel,TOT,MID,6.0,0.6,2.0,2,2,2.0,90,1,0,0,0.12,8,8.0,2.2,Available,,701,1823,0.0,,4.0,4.0,-12.3,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,515,Maddison,TOT,MID,6.5,1.4,1.0,1,1,1.0,22,0,0,0,0.01,2,8.18,2.3,Available,,1541,4688,0.0,,,,-15.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,516,Bentancur,TOT,MID,5.5,0.2,1.0,1,1,1.0,45,0,0,0,0.01,5,10.0,2.0,Available,,166,436,0.0,,,,-8.0,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,517,Odobert,TOT,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,3,9,0.0,,,,-11.8,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,518,P.M.Sarr,TOT,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,18,3603,0.0,,,,-36.1,-2.0,,,
2026-08-23,2026-08-23 19:51,1,False,519,Gallagher,TOT,MID,5.5,0.3,0.0,0,0,0.0,45,1,0,0,0.08,3,6.0,2.0,Available,,357,1034,0.0,,,,-14.5,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,520,Bergvall,TOT,MID,5.5,0.2,1.0,1,1,1.0,45,1,0,0,0.01,8,16.0,2.0,Available,,238,492,0.0,,,,-7.1,-1.0,,,
2026-08-23,2026-08-23 19:51,1,False,521,Kulusevski,TOT,MID,6.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,Injured,0.0,28,70,0.0,,,,-9.0,-1.0,,,
