Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xG,xA,xGI,DEFCON,DEFCON per 90,Bonus,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW),Pens order,Corners/IFK order,Direct FK order,Rise/fall %,Change likelihood
2026-08-28,2026-08-28 15:24,1,True,239,Garner,EVE,MID,6.0,0.1,1.0,1,1,1.0,11,0,0,0,0.0,0.03,0.03,1,8.18,0,2.2,Available,100.0,1439,1580,0.0,3.0,1.0,1.0,0.0,0
2026-08-28,2026-08-28 15:24,1,True,240,Iroegbunam,EVE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,21,333,0.0,,,,-52.8,-3
2026-08-28,2026-08-28 15:24,1,True,241,McNeil,CRY,MID,5.5,0.2,2.0,2,2,2.0,62,1,0,0,0.05,0.02,0.07,5,7.26,0,2.0,Available,,414,1675,0.0,,,,-33.2,-2
2026-08-28,2026-08-28 15:24,1,True,242,George,EVE,MID,5.5,0.3,3.0,3,3,3.0,83,1,0,0,0.18,0.08,0.26,7,7.59,0,2.0,Available,,2119,2312,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,243,Alcaraz,EVE,MID,5.0,0.1,1.0,1,1,1.0,1,0,0,0,0.02,0.0,0.02,3,270.0,0,1.5,Available,,717,1081,0.0,,,,-14.2,-1
2026-08-28,2026-08-28 15:24,1,True,244,Armstrong,EVE,MID,5.0,0.2,8.0,8,8,8.0,90,1,0,1,0.0,0.04,0.04,16,16.0,0,1.5,Available,,11778,2318,0.0,,,,4.5,1
2026-08-28,2026-08-28 15:24,1,True,245,Dibling,EVE,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,191,721,0.0,,,,-79.0,-3
2026-08-28,2026-08-28 15:24,1,True,246,Röhl,EVE,MID,5.0,0.1,3.0,3,3,3.0,90,1,0,0,0.0,0.06,0.06,9,9.0,0,1.5,Available,,478,603,0.0,,,,-4.3,-1
2026-08-28,2026-08-28 15:24,1,True,247,Hackney,EVE,MID,5.5,0.3,3.0,3,3,3.0,78,1,0,0,0.01,0.01,0.02,7,8.08,0,1.0,Doubtful,50.0,837,2840,0.0,,,,-20.0,-2
2026-08-28,2026-08-28 15:24,1,True,248,Beto,EVE,FWD,5.5,2.3,1.0,1,1,1.0,11,0,0,0,0.05,0.0,0.05,0,0.0,0,1.8,Available,,7392,40027,0.0,4.0,,,-66.5,-3
2026-08-28,2026-08-28 15:24,1,True,249,Barry,EVE,FWD,5.5,3.4,8.0,8,8,8.0,78,1,1,0,0.45,0.09,0.54,3,3.46,2,1.8,Available,,138228,20817,0.0,2.0,,,52.8,3
2026-08-28,2026-08-28 15:24,1,True,250,Leno,FUL,GKP,4.5,3.0,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,11388,10875,0.0,,,,0.9,1
2026-08-28,2026-08-28 15:24,1,True,251,Lecomte,FUL,GKP,4.0,1.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1393,3837,0.0,,,,-7.2,-1
2026-08-28,2026-08-28 15:24,1,True,252,McNally,FUL,GKP,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,751,590,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,253,Andersen,FUL,DEF,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,100.0,2125,596,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,254,Robinson,FUL,DEF,4.5,1.7,1.0,1,1,1.0,81,1,0,0,0.13,0.04,0.17,7,7.78,0,1.7,Available,,10649,9032,0.0,2.0,,,1.4,1
2026-08-28,2026-08-28 15:24,1,True,255,J.Cuenca,FUL,DEF,4.5,0.0,3.0,3,3,3.0,90,1,0,0,0.0,0.03,0.03,10,10.0,0,1.7,Available,,735,242,0.0,,,,0.2,1
2026-08-28,2026-08-28 15:24,1,True,256,Tete,FUL,DEF,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,320,1951,0.0,,,,-26.5,-2
2026-08-28,2026-08-28 15:24,1,True,257,Bassey,FUL,DEF,4.5,0.8,0.0,0,0,0.0,90,1,0,0,0.02,0.02,0.04,4,4.0,0,1.7,Available,,6602,5766,0.0,,,,0.9,1
2026-08-28,2026-08-28 15:24,1,True,258,Castagne,FUL,DEF,4.5,0.5,6.0,6,6,6.0,90,1,0,2,0.09,0.18,0.27,6,6.0,0,1.7,Available,,11092,2426,0.0,,,,3.4,1
2026-08-28,2026-08-28 15:24,1,True,259,Diop,IPS,DEF,4.0,17.0,2.0,2,2,2.0,90,1,0,0,0.0,0.01,0.01,5,5.0,0,1.0,Available,,25317,66485,0.0,,,,-6.6,-1
2026-08-28,2026-08-28 15:24,1,True,260,Wilson,LEE,MID,6.5,5.7,3.0,3,3,3.0,65,1,0,0,0.0,0.02,0.02,2,2.77,0,2.3,Available,,14263,53674,0.0,,2.0,,-29.6,-2
2026-08-28,2026-08-28 15:24,1,True,261,Iwobi,FUL,MID,5.5,1.0,2.0,2,2,2.0,90,1,0,0,0.0,0.04,0.04,10,10.0,0,2.0,Available,,5706,8792,0.0,3.0,1.0,1.0,-9.2,-1
2026-08-28,2026-08-28 15:24,1,True,262,Smith Rowe,FUL,MID,5.5,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,1323,4458,0.0,,,,-38.0,-2
2026-08-28,2026-08-28 15:24,1,True,263,Kevin,FUL,MID,5.5,0.1,1.0,1,1,1.0,17,0,0,0,0.0,0.01,0.01,3,15.88,0,2.0,Available,,400,824,0.0,,3.0,,-36.2,-2
2026-08-28,2026-08-28 15:24,1,True,264,Bobb,FUL,MID,5.5,0.3,2.0,2,2,2.0,66,1,0,0,0.0,0.26,0.26,6,8.18,0,2.0,Available,,4252,2858,0.0,,2.0,,0.9,1
2026-08-28,2026-08-28 15:24,1,True,265,Berge,FUL,MID,5.0,0.4,2.0,2,2,2.0,72,1,0,0,0.03,0.03,0.06,4,5.0,0,1.5,Available,,1399,3135,0.0,,,,-15.1,-1
2026-08-28,2026-08-28 15:24,1,True,266,Cairney,FUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,12,110,0.0,,,,-50.4,-3
2026-08-28,2026-08-28 15:24,1,True,267,Lukić,IPS,MID,5.0,0.1,5.0,5,5,5.0,90,1,0,1,0.0,0.02,0.02,6,6.0,0,1.5,Available,,1111,1217,0.0,,4.0,,-2.1,-1
2026-08-28,2026-08-28 15:24,1,True,268,King,FUL,MID,5.5,0.6,7.0,7,7,7.0,90,1,1,0,0.17,0.04,0.21,8,8.0,0,2.0,Available,,32228,3841,0.0,,,,13.6,1
2026-08-28,2026-08-28 15:24,1,True,269,Sessegnon,FUL,DEF,4.5,0.4,1.0,1,1,1.0,17,0,0,0,0.03,0.0,0.03,1,5.29,0,1.7,Available,,913,2819,0.0,,,,-17.7,-1
2026-08-28,2026-08-28 15:24,1,True,270,Reed,FUL,MID,4.5,1.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,5363,13719,0.0,,,,-19.2,-1
2026-08-28,2026-08-28 15:24,1,True,271,Muniz,FUL,FWD,5.5,0.6,1.0,1,1,1.0,8,0,0,0,0.02,0.0,0.02,1,11.25,0,1.8,Available,,2641,6468,0.0,,,,-30.4,-2
2026-08-28,2026-08-28 15:24,1,True,272,Kusi-Asare,FUL,FWD,4.5,6.9,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,22708,41914,0.0,,,,-6.5,-1
2026-08-28,2026-08-28 15:24,1,True,273,Phillips,HUL,GKP,4.0,1.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2989,6629,0.0,,,,-8.7,-1
2026-08-28,2026-08-28 15:24,1,True,274,Butland,HUL,GKP,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,118,1673,0.0,,,,-28.6,-2
2026-08-28,2026-08-28 15:24,1,True,275,Cartwright,HUL,GKP,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,110,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,276,Lo-Tutala,HUL,GKP,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,370,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,277,Egan,HUL,DEF,4.0,2.0,8.0,8,8,8.0,90,1,0,0,0.0,0.0,0.0,21,21.0,0,1.0,Available,,41521,10532,0.0,,,,12.9,1
2026-08-28,2026-08-28 15:24,1,True,278,Hughes,HUL,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,97,2252,0.0,,,,-37.0,-2
2026-08-28,2026-08-28 15:24,1,True,279,Ajayi,HUL,DEF,4.0,1.9,14.0,14,14,14.0,63,1,1,0,0.52,0.0,0.52,7,10.0,2,1.0,Available,100.0,72375,14971,0.0,,,,24.9,2
2026-08-28,2026-08-28 15:24,1,True,280,Coyle,HUL,DEF,4.0,0.6,6.0,6,6,6.0,69,1,0,0,0.0,0.01,0.01,2,2.61,0,1.0,Available,100.0,2349,4911,0.0,,,,-18.1,-1
2026-08-28,2026-08-28 15:24,1,True,281,Drameh,HUL,DEF,4.0,0.1,1.0,1,1,1.0,20,0,0,0,0.05,0.0,0.05,3,13.5,0,1.0,Available,100.0,1074,392,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,282,Giles,HUL,DEF,4.0,0.9,6.0,6,6,6.0,84,1,0,0,0.02,0.07,0.09,6,6.43,0,1.0,Available,,12414,3916,0.0,,1.0,1.0,3.8,1
2026-08-28,2026-08-28 15:24,1,True,283,Jacob,HUL,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,55,217,0.0,,,,-24.7,-2
2026-08-28,2026-08-28 15:24,1,True,284,McCarthy,HUL,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,646,917,0.0,,,,-9.3,-1
2026-08-28,2026-08-28 15:24,1,True,285,McNair,HUL,DEF,4.0,0.1,1.0,1,1,1.0,26,0,0,0,0.0,0.0,0.0,2,6.92,0,1.0,Available,,622,661,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,286,Belloumi,HUL,MID,5.0,0.6,3.0,3,3,3.0,90,1,0,0,0.05,0.03,0.08,10,10.0,0,1.5,Available,,13206,3802,0.0,,3.0,2.0,5.1,1
2026-08-28,2026-08-28 15:24,1,True,287,Millar,HUL,MID,5.0,0.1,0.0,0,0,0.0,19,0,0,0,0.0,0.0,0.0,3,14.21,0,1.5,Available,,288,931,0.0,,,,-47.2,-3
2026-08-28,2026-08-28 15:24,1,True,288,Dowell,HUL,MID,4.5,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1649,4056,0.0,,,,-22.9,-2
2026-08-28,2026-08-28 15:24,1,True,289,Crooks,HUL,MID,4.5,0.7,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,9,9.0,0,1.0,Available,,9613,5389,0.0,,,,2.4,1
2026-08-28,2026-08-28 15:24,1,True,290,Slater,HUL,MID,4.5,3.9,6.0,6,6,6.0,90,1,0,1,0.0,0.44,0.44,3,3.0,0,1.0,Available,,86385,21158,0.0,,2.0,,30.6,2
2026-08-28,2026-08-28 15:24,1,True,291,Matazo,HUL,MID,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,59,92,0.0,,,,-8.4,-1
2026-08-28,2026-08-28 15:24,1,True,292,Ömür,HUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,206,364,0.0,,,,-37.5,-2
2026-08-28,2026-08-28 15:24,1,True,293,Kamara,HUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,195,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,294,Zambrano,HUL,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,462,2073,0.0,,,,-26.3,-2
2026-08-28,2026-08-28 15:24,1,True,295,McBurnie,HUL,FWD,5.5,2.2,5.0,5,5,5.0,90,1,0,1,0.16,0.01,0.17,5,5.0,0,1.8,Available,,77511,14951,0.0,1.0,,,30.2,2
2026-08-28,2026-08-28 15:24,1,True,296,Akintola,HUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,891,910,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,297,Gyabi,HUL,MID,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,61,510,0.0,,,,-31.6,-2
2026-08-28,2026-08-28 15:24,1,True,298,Destan,HUL,FWD,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,8628,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,299,Burstow,HUL,FWD,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,1182,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,300,Walton,IPS,GKP,4.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,204,4270,0.0,,,,-38.8,-2
2026-08-28,2026-08-28 15:24,1,True,301,Palmer,IPS,GKP,4.0,4.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,7255,16390,0.0,,,,-6.3,-1
2026-08-28,2026-08-28 15:24,1,True,302,Button,IPS,GKP,4.0,0.4,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1848,1753,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,303,Kipré,IPS,DEF,4.0,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,322,4598,0.0,,,,-28.6,-2
2026-08-28,2026-08-28 15:24,1,True,304,O'Shea,IPS,DEF,4.0,3.4,4.0,4,4,4.0,90,1,0,0,0.0,0.16,0.16,18,18.0,0,1.0,Available,,14813,12987,0.0,,,,-0.0,0
2026-08-28,2026-08-28 15:24,1,True,305,Davis,IPS,DEF,4.0,4.9,2.0,2,2,2.0,90,1,0,0,0.0,0.01,0.01,7,7.0,0,1.0,Available,,6998,19914,0.0,,2.0,2.0,-8.4,-1
2026-08-28,2026-08-28 15:24,1,True,306,Greaves,IPS,DEF,4.0,1.4,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,7,7.0,0,1.0,Available,,1562,5628,0.0,,,,-9.9,-1
2026-08-28,2026-08-28 15:24,1,True,307,Johnson,IPS,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,412,988,0.0,,,,-21.3,-2
2026-08-28,2026-08-28 15:24,1,True,308,Furlong,IPS,DEF,4.0,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,255,4102,0.0,,,,-26.0,-2
2026-08-28,2026-08-28 15:24,1,True,309,Núñez,IPS,MID,5.0,0.1,4.0,4,4,4.0,79,1,0,0,0.03,0.03,0.06,12,13.67,0,1.5,Available,,1128,1290,0.0,,1.0,1.0,-1.1,-1
2026-08-28,2026-08-28 15:24,1,True,310,Matusiwa,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,8,105,0.0,,,,-50.3,-3
2026-08-28,2026-08-28 15:24,1,True,311,Burns,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,187,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,312,Taylor,IPS,MID,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,104,859,0.0,,,,-33.5,-2
2026-08-28,2026-08-28 15:24,1,True,313,Clarke,IPS,MID,5.5,0.3,7.0,7,7,7.0,19,0,1,0,0.1,0.0,0.1,2,9.47,1,2.0,Available,,3049,2285,0.0,1.0,3.0,3.0,0.5,1
2026-08-28,2026-08-28 15:24,1,True,314,Ogbene,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,36,223,0.0,,,,-56.5,-3
2026-08-28,2026-08-28 15:24,1,True,315,Fatawu,IPS,MID,5.5,0.2,2.0,2,2,2.0,65,1,0,0,0.0,0.41,0.41,7,9.69,0,2.0,Available,,549,2586,0.0,,,,-43.8,-3
2026-08-28,2026-08-28 15:24,1,True,316,Emersonn,IPS,FWD,5.5,1.8,9.0,9,9,9.0,65,1,1,0,0.82,0.06,0.88,3,4.15,3,1.8,Available,,73722,15826,0.0,2.0,,,25.9,2
2026-08-28,2026-08-28 15:24,1,True,317,Hirst,IPS,FWD,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,8383,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,318,Philogene,IPS,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,106,3628,0.0,3.0,5.0,,-51.6,-3
2026-08-28,2026-08-28 15:24,1,True,319,Szmodics,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,398,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,320,Akpom,IPS,FWD,5.0,0.5,1.0,1,1,1.0,24,0,0,0,0.0,0.0,0.0,3,11.25,0,1.4,Available,,4433,5913,0.0,,,,-6.8,-1
2026-08-28,2026-08-28 15:24,1,True,321,Walle Egeli,IPS,FWD,4.5,2.5,1.0,1,1,1.0,10,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,37924,22187,0.0,,,,4.8,1
2026-08-28,2026-08-28 15:24,1,True,322,Al-Hamadi,IPS,FWD,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,755,2771,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,323,McAteer,IPS,MID,4.5,1.4,1.0,1,1,1.0,24,0,0,0,0.0,0.0,0.0,3,11.25,0,1.0,Available,,5397,10948,0.0,,,,-12.8,-1
2026-08-28,2026-08-28 15:24,1,True,324,Mehmeti,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,47,646,0.0,,,,-55.3,-3
2026-08-28,2026-08-28 15:24,1,True,325,Darlow,MUN,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,100.0,228,247,0.0,,,,-0.8,-1
2026-08-28,2026-08-28 15:24,1,True,326,Perri,LEE,GKP,4.5,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,316,4985,0.0,,,,-40.0,-3
2026-08-28,2026-08-28 15:24,1,True,327,Bijol,LEE,DEF,5.0,0.9,10.0,10,10,10.0,90,1,0,0,0.11,0.0,0.11,12,12.0,2,2.2,Available,,42487,7682,0.0,,,,15.1,1
2026-08-28,2026-08-28 15:24,1,True,328,Struijk,BHA,DEF,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,100.0,1378,2404,0.0,,,,-17.6,-1
2026-08-28,2026-08-28 15:24,1,True,329,Rodon,LEE,DEF,4.5,3.6,6.0,6,6,6.0,90,1,0,0,0.03,0.06,0.09,7,7.0,0,1.7,Available,,19854,11676,0.0,,,,2.8,1
2026-08-28,2026-08-28 15:24,1,True,330,Bogle,LEE,DEF,4.5,0.6,6.0,6,6,6.0,90,1,0,0,0.0,0.0,0.0,3,3.0,0,1.7,Available,,5665,2871,0.0,,,,1.4,1
2026-08-28,2026-08-28 15:24,1,True,331,Gudmundsson,LEE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.3,Doubtful,75.0,60,961,0.0,,,,-0.1,-1
2026-08-28,2026-08-28 15:24,1,True,332,Justin,LEE,DEF,4.5,1.2,10.0,10,10,10.0,90,1,0,0,0.0,0.01,0.01,12,12.0,2,1.7,Available,,40121,8710,0.0,,,,11.9,1
2026-08-28,2026-08-28 15:24,1,True,333,Bornauw,LEE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,165,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,334,Muharemović,LEE,DEF,5.0,3.4,6.0,6,6,6.0,90,1,0,0,0.09,0.0,0.09,7,7.0,0,2.2,Available,,20524,10907,0.0,,,,4.5,1
2026-08-28,2026-08-28 15:24,1,True,335,Stach,LEE,MID,6.0,2.5,13.0,13,13,13.0,90,1,1,0,0.1,0.05,0.15,16,16.0,3,2.2,Available,,74764,12779,0.0,,1.0,1.0,27.7,2
2026-08-28,2026-08-28 15:24,1,True,336,Okafor,LEE,MID,6.0,0.4,1.0,1,1,1.0,24,0,0,0,0.0,0.16,0.16,5,18.75,0,2.2,Available,,1285,8470,0.0,,,,-85.0,-3
2026-08-28,2026-08-28 15:24,1,True,337,Aaronson,LEE,MID,5.5,0.9,3.0,3,3,3.0,81,1,0,0,0.01,0.01,0.02,7,7.78,0,2.0,Available,,2445,7815,0.0,,,3.0,-24.4,-2
2026-08-28,2026-08-28 15:24,1,True,338,Ampadu,LEE,MID,5.5,1.4,5.0,5,5,5.0,90,1,0,0,0.0,0.04,0.04,13,13.0,0,2.0,Available,,4265,8856,0.0,,,,-11.6,-1
2026-08-28,2026-08-28 15:24,1,True,339,Longstaff,LEE,MID,5.0,0.1,1.0,1,1,1.0,8,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,550,1553,0.0,,3.0,2.0,-33.7,-2
2026-08-28,2026-08-28 15:24,1,True,340,Gelhardt,HUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,44,270,0.0,,,,-36.3,-2
2026-08-28,2026-08-28 15:24,1,True,341,Gnonto,LEE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.1,Doubtful,75.0,16,683,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,342,Harrison,LEE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,35,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,343,James,LEE,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,797,1643,0.0,,,,-29.1,-2
2026-08-28,2026-08-28 15:24,1,True,344,Gruev,LEE,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,7,128,0.0,,,,-64.2,-3
2026-08-28,2026-08-28 15:24,1,True,345,Tanaka,LEE,MID,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,865,4022,0.0,,4.0,,-70.2,-3
2026-08-28,2026-08-28 15:24,1,True,346,Calvert-Lewin,LEE,FWD,6.0,28.6,1.0,1,1,1.0,90,1,0,0,0.13,0.0,0.13,2,2.0,0,2.0,Available,,78593,174746,0.0,1.0,,,-12.8,-1
2026-08-28,2026-08-28 15:24,1,True,347,Nmecha,LEE,FWD,5.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.8,Available,,1828,8939,0.0,2.0,,,-67.7,-3
2026-08-28,2026-08-28 15:24,1,True,348,Piroe,LEE,FWD,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,5218,0.0,3.0,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,349,Mateo Joseph,LEE,FWD,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,314,1006,0.0,,,,-21.1,-2
2026-08-28,2026-08-28 15:24,1,True,350,A.Becker,LIV,GKP,5.5,3.8,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,3.3,Available,,23667,20068,0.0,,,,1.7,1
2026-08-28,2026-08-28 15:24,1,True,351,Mamardashvili,LIV,GKP,5.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,,630,1979,0.0,,,,-45.7,-3
2026-08-28,2026-08-28 15:24,1,True,352,Woodman,LIV,GKP,4.0,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,3096,5299,0.0,,,,-6.5,-1
2026-08-28,2026-08-28 15:24,1,True,353,Pecsi,LIV,GKP,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,437,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,354,Jaros,LIV,GKP,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,150,174,0.0,,,,-1.2,-1
2026-08-28,2026-08-28 15:24,1,True,355,Davies,LIV,GKP,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,616,689,0.0,,,,-0.9,-1
2026-08-28,2026-08-28 15:24,1,True,356,Virgil,LIV,DEF,6.5,19.6,2.0,2,2,2.0,90,1,0,0,0.25,0.01,0.26,11,11.0,0,3.1,Available,,70823,74921,0.0,,,,1.6,1
2026-08-28,2026-08-28 15:24,1,True,357,Frimpong,LIV,DEF,5.5,3.4,0.0,0,0,0.0,90,1,0,0,0.01,0.09,0.1,2,2.0,0,2.5,Available,,22781,31945,0.0,,,,-9.6,-1
2026-08-28,2026-08-28 15:24,1,True,358,Kerkez,LIV,DEF,5.5,3.5,0.0,0,0,0.0,90,1,0,0,0.02,0.02,0.04,7,7.0,0,2.5,Available,,14685,32562,0.0,,,,-21.8,-2
